,CB Link ID,Borough,Latitude,Longitude,Project Status,Active_date,Install_date,neighborhood,Census Tract (CT),IxN Corner,Location,year
180,LINK-010917,Manhattan,40.84727,-73.935362,Live,2018-02-06,2017-12-06,Washington Heights South,1026300.0,SW,"(40.84727016, -73.93536211)",2017
181,LINK-019892,Queens,40.756724,-73.914383,Live,2018-01-10,2017-09-30,Astoria,4016100.0,SW,"(40.75672431, -73.9143831)",2017
182,LINK-014610,Manhattan,40.737627,-73.980968,Live,2017-07-19,2017-03-11,Gramercy,1006400.0,SE,"(40.737627, -73.980968)",2017
183,LINK-001599,Manhattan,40.801084,-73.967707,Live,2017-10-27,2017-09-16,Upper West Side,1019100.0,SE,"(40.801084, -73.967707)",2017
184,LINK-001756,Staten Island,40.595456,-74.08621,Live,2018-07-19,2018-07-12,Old Town-Dongan Hills-South Beach,5009601.0,SW,"(40.59545604, -74.08620985)",2018
185,LINK-013686,Manhattan,40.770459,-73.966224,Live,2018-04-06,2018-02-03,Upper East Side-Carnegie Hill,1013000.0,NE,"(40.77045871, -73.96622435)",2018
186,LINK-000463,Manhattan,40.743919,-73.999645,Live,2017-05-30,2017-04-30,Hudson Yards-Chelsea-Flatiron-Union Square,1008900.0,SW,"(40.74391929, -73.9996452)",2017
187,LINK-010191,Manhattan,40.800446,-73.946484,Live,2017-01-25,2016-10-15,East Harlem North,1018400.0,SE,"(40.800446, -73.94648352)",2016
188,LINK-000600,Manhattan,40.74031,-73.984279,Live,2017-04-14,2017-02-04,Gramercy,1006800.0,NW,"(40.7403098, -73.9842789)",2017
189,LINK-008245,Manhattan,40.730232,-73.989262,Live,2016-10-21,2016-09-18,East Village,1004000.0,NE,"(40.73023165, -73.98926217)",2016
190,LINK-006041,Manhattan,40.834245,-73.941159,Live,2016-07-21,2016-07-15,Washington Heights South,1024500.0,NW,"(40.83424538, -73.94115905)",2016
191,LINK-021511,Brooklyn,40.672679,-73.983161,Live,2017-09-11,2017-07-27,Park Slope-Gowanus,3013500.0,SE,"(40.6726791, -73.98316142)",2017
192,LINK-000191,Manhattan,40.737561,-73.996841,Live,2016-12-02,2016-09-24,Hudson Yards-Chelsea-Flatiron-Union Square,1008100.0,NW,"(40.73756051, -73.99684066)",2016
193,LINK-005879,Manhattan,40.821918,-73.95331,Live,2016-07-19,2016-07-10,Hamilton Heights,1022500.0,NE,"(40.821918, -73.95331)",2016
194,LINK-021234,Brooklyn,40.718513,-73.957231,Live,2018-08-02,2018-02-26,North Side-South Side,3051700.0,NE,"(40.71851349, -73.95723131)",2018
195,LINK-011729,Brooklyn,40.675965,-73.950008,Live,2017-03-08,2017-02-03,Crown Heights North,3031500.0,SW,"(40.675965, -73.950008)",2017
196,LINK-020513,Bronx,40.814394,-73.915181,Live,2018-05-31,2018-02-12,Mott Haven-Port Morris,2004300.0,NE,"(40.81439418, -73.91518065)",2018
197,LINK-013160,Manhattan,40.80235,-73.95698,Live,2016-10-31,2016-10-08,Central Harlem South,1019702.0,SW,"(40.80234988, -73.95698009)",2016
198,LINK-013883,Manhattan,40.768406,-73.989215,Live,2017-12-04,2017-09-23,Clinton,1013500.0,SW,"(40.76840586, -73.98921452)",2017
199,LINK-021505,Brooklyn,40.680323,-73.978034,Live,2017-09-05,2017-07-27,Park Slope-Gowanus,3012901.0,NW,"(40.680323, -73.978034)",2017
201,LINK-001691,Manhattan,40.80676,-73.965108,Live,2017-02-27,2017-02-04,Morningside Heights,1019900.0,SW,"(40.80676, -73.965108)",2017
202,LINK-010216,Manhattan,40.807326,-73.952789,Live,2016-11-07,2016-10-03,Central Harlem South,1022000.0,SE,"(40.80732567, -73.95278868)",2016
203,LINK-000498,Manhattan,40.767358,-73.982564,Live,2016-08-03,2016-07-20,Clinton,1013900.0,SW,"(40.76735759, -73.98256354)",2016
204,LINK-012786,Queens,40.748551,-73.875775,Live,2017-09-08,2017-08-05,Jackson Heights,4027500.0,MIDBLOCK,"(40.74855095, -73.87577475)",2017
205,LINK-000749,Manhattan,40.758649,-73.975143,Live,2017-05-05,2017-03-18,Midtown-Midtown South,1010200.0,NW,"(40.75864931, -73.97514297)",2017
206,LINK-000556,Manhattan,40.765601,-73.983845,Live,2016-04-13,2016-03-18,Clinton,1013900.0,NW,"(40.76560072, -73.98384519)",2016
207,LINK-014437,Manhattan,40.747889,-74.004177,Live,2018-05-09,2017-08-26,Hudson Yards-Chelsea-Flatiron-Union Square,1009900.0,NW,"(40.74788855, -74.00417706)",2017
209,LINK-000554,Manhattan,40.764933,-73.984333,Live,2016-04-15,2016-03-06,Clinton,1013900.0,NW,"(40.76493291, -73.98433343)",2016
210,LINK-001114,Queens,40.700159,-73.830914,Live,2017-06-06,2017-05-12,Richmond Hill,4014400.0,NE,"(40.70015865, -73.8309137)",2017
211,LINK-010726,Manhattan,40.71904,-73.996631,Live,2019-02-13,2018-05-24,SoHo-TriBeCa-Civic Center-Little Italy,1004100.0,SW,"(40.71903975, -73.99663087)",2018
212,LINK-013769,Manhattan,40.76308,-73.962685,Live,2018-02-16,2017-10-28,Lenox Hill-Roosevelt Island,1011000.0,SW,"(40.76307964, -73.96268514)",2017
213,LINK-000254,Manhattan,40.735839,-73.985171,Live,2016-02-28,2016-01-29,Gramercy,1004800.0,NE,"(40.735839, -73.985171)",2016
214,LINK-018081,Brooklyn,40.654704,-73.959568,Live,2017-04-05,2017-03-03,Prospect Lefferts Gardens-Wingate,3079602.0,SE,"(40.65470433, -73.95956788)",2017
215,LINK-007638,Manhattan,40.755335,-73.968041,Live,2018-02-08,2017-10-07,Turtle Bay-East Midtown,1009800.0,SE,"(40.755335, -73.968041)",2017
216,LINK-000047,Brooklyn,40.686812,-73.98497,Live,2018-02-01,2017-11-17,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3004100.0,SW,"(40.68681157, -73.98496961)",2017
217,LINK-018086,Brooklyn,40.646179,-73.958203,Live,2017-09-15,2017-04-08,Flatbush,3051001.0,SW,"(40.64617918, -73.95820347)",2017
218,LINK-010198,Bronx,40.841834,-73.885974,Live,2018-07-12,2018-05-17,East Tremont,2036502.0,SW,"(40.84183354, -73.88597436)",2018
219,LINK-000233,Manhattan,40.748287,-73.976535,Live,2016-03-18,2016-02-06,Murray Hill-Kips Bay,1008000.0,SW,"(40.74828704, -73.97653468)",2016
220,LINK-010332,Bronx,40.813998,-73.919171,Live,2018-04-13,2018-01-14,Mott Haven-Port Morris,2004300.0,SE,"(40.81399752, -73.91917137)",2018
221,LINK-005215,Manhattan,40.822212,-73.950118,Live,2017-07-20,2017-06-11,Hamilton Heights,1022500.0,NW,"(40.822212, -73.950118)",2017
222,LINK-022296,Brooklyn,40.718187,-73.959688,Live,2018-02-01,2017-11-30,North Side-South Side,3055500.0,NW,"(40.718187, -73.95968841)",2017
223,LINK-003229,Manhattan,40.730249,-73.986348,Live,2016-09-13,2016-07-10,East Village,1004000.0,SE,"(40.730249, -73.986348)",2016
224,LINK-001129,Queens,40.721526,-73.844884,Live,2017-07-10,2017-06-03,Forest Hills,4071100.0,SE,"(40.72152582, -73.84488371)",2017
225,LINK-000906,Manhattan,40.797303,-73.940337,Live,2016-03-22,2016-02-22,East Harlem North,1018800.0,NE,"(40.797303, -73.940337)",2016
226,LINK-003226,Manhattan,40.73108,-73.985739,Live,2016-09-19,2016-07-08,East Village,1004000.0,NE,"(40.73108, -73.985739)",2016
227,LINK-012172,Bronx,40.812163,-73.916467,Live,2018-05-31,2018-02-25,Mott Haven-Port Morris,2004300.0,SE,"(40.81216272, -73.91646687)",2018
228,LINK-018088,Brooklyn,40.647887,-73.958051,Live,2017-09-15,2017-08-10,Erasmus,3079400.0,NE,"(40.64788737, -73.95805063)",2017
229,LINK-001032,Brooklyn,40.690588,-73.984481,Live,2017-03-07,2017-02-13,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3001500.0,NW,"(40.690588, -73.984481)",2017
230,LINK-020775,Brooklyn,40.705768,-73.94303,Live,2017-08-10,2017-06-27,East Williamsburg,3050500.0,SW,"(40.705768, -73.94303)",2017
232,LINK-021118,Brooklyn,40.713851,-73.95954,Live,2018-02-02,2017-12-08,North Side-South Side,3051900.0,NE,"(40.71385109, -73.95953976)",2017
233,LINK-002341,Brooklyn,40.67896,-73.924424,Live,2016-11-08,2016-10-27,Crown Heights North,3029900.0,SE,"(40.67896, -73.924424)",2016
234,LINK-000944,Manhattan,40.778148,-73.982255,Live,2017-08-03,2017-06-30,Lincoln Square,1015900.0,NW,"(40.77814804, -73.98225464)",2017
235,LINK-010606,Manhattan,40.715027,-74.006772,Live,2020-10-09,2018-08-02,SoHo-TriBeCa-Civic Center-Little Italy,1002100.0,MIDBLOCK,"(40.71502742, -74.00677204)",2018
236,LINK-013122,Manhattan,40.821596,-73.942699,Live,2017-02-22,2017-01-25,Central Harlem North-Polo Grounds,1023200.0,NE,"(40.82159551, -73.9426993)",2017
237,LINK-014273,Queens,40.691902,-73.863262,Live,2017-08-09,2017-05-20,Woodhaven,4000400.0,MIDBLOCK,"(40.69190229, -73.86326155)",2017
238,LINK-003917,Manhattan,40.803579,-73.966917,Live,2016-06-29,2016-06-17,Morningside Heights,1019500.0,NE,"(40.803579, -73.966917)",2016
240,LINK-011158,Manhattan,40.731602,-73.982548,Live,2018-01-03,2017-10-07,Gramercy,1004800.0,NW,"(40.73160198, -73.98254791)",2017
241,LINK-021931,Brooklyn,40.677895,-73.90299,Live,2018-01-16,2017-09-29,Ocean Hill,3036700.0,NE,"(40.67789498, -73.90299005)",2017
242,LINK-013218,Bronx,40.825605,-73.918258,Live,2018-06-11,2018-05-02,East Concourse-Concourse Village,2017300.0,NE,"(40.82560474, -73.91825809)",2018
243,LINK-001353,Bronx,40.867329,-73.897193,Live,2017-02-08,2017-01-25,Bedford Park-Fordham North,2040100.0,SE,"(40.86732884, -73.89719293)",2017
244,LINK-002680,Manhattan,40.717241,-74.001739,Live,2016-07-21,2016-07-13,SoHo-TriBeCa-Civic Center-Little Italy,1003100.0,SW,"(40.71724104, -74.00173929)",2016
245,LINK-000035,Brooklyn,40.679639,-73.974371,Live,2018-01-16,2017-11-03,Prospect Heights,3016100.0,SW,"(40.67963858, -73.97437146)",2017
247,LINK-011003,Manhattan,40.747419,-73.993363,Live,2018-01-03,2017-10-15,Midtown-Midtown South,1009500.0,NW,"(40.74741879, -73.99336333)",2017
248,LINK-000997,Manhattan,40.788002,-73.976551,Live,2016-08-10,2016-07-22,Upper West Side,1017100.0,SE,"(40.78800168, -73.97655103)",2016
249,LINK-012792,Manhattan,40.746868,-73.97452,Live,2018-03-23,2017-09-24,Murray Hill-Kips Bay,1007800.0,NW,"(40.74686754, -73.97452006)",2017
250,LINK-010792,Manhattan,40.766736,-73.969308,Live,2017-04-21,2016-12-18,Upper East Side-Carnegie Hill,1012200.0,SW,"(40.766736, -73.969308)",2016
252,LINK-018201,Queens,40.745418,-73.946937,Live,2017-03-29,2017-02-25,Hunters Point-Sunnyside-West Maspeth,4000700.0,NE,"(40.74541772, -73.94693708)",2017
253,LINK-003480,Manhattan,40.794604,-73.969837,Live,2016-10-07,2016-08-01,Upper West Side,1018100.0,SE,"(40.794604, -73.969837)",2016
254,LINK-012250,Manhattan,40.725666,-74.006274,Live,2019-01-16,2018-08-01,SoHo-TriBeCa-Civic Center-Little Italy,1003700.0,SW,"(40.725666, -74.00627426)",2018
255,LINK-007628,Manhattan,40.749203,-73.972507,Live,2017-12-04,2017-08-26,Turtle Bay-East Midtown,1008800.0,NE,"(40.749203, -73.972507)",2017
256,LINK-020994,Queens,40.74432,-73.953484,Live,2018-04-24,2018-01-17,Hunters Point-Sunnyside-West Maspeth,4000700.0,NE,"(40.74432049, -73.95348371)",2018
257,LINK-010360,Brooklyn,40.725456,-73.951496,Live,2017-06-09,2017-03-11,Greenpoint,3056900.0,SE,"(40.725456, -73.951496)",2017
258,LINK-021526,Brooklyn,40.656384,-74.002053,Live,2017-09-05,2017-07-31,Sunset Park West,3010100.0,SE,"(40.656384, -74.002053)",2017
259,LINK-000158,Manhattan,40.754851,-73.986359,Live,2016-08-18,2016-07-23,Midtown-Midtown South,1011300.0,SE,"(40.75485087, -73.98635944)",2016
260,LINK-000225,Manhattan,40.73347,-73.987384,Live,2016-07-19,2016-07-02,Gramercy,1005000.0,NW,"(40.73347, -73.987384)",2016
261,LINK-000913,Manhattan,40.802661,-73.936734,Live,2016-03-30,2016-03-02,East Harlem North,1019600.0,NW,"(40.8026609, -73.93673443)",2016
262,LINK-000317,Manhattan,40.751406,-73.974142,Live,2016-02-28,2016-02-07,Turtle Bay-East Midtown,1009200.0,SW,"(40.75140578, -73.97414247)",2016
263,LINK-013242,Bronx,40.816692,-73.919637,Live,2017-03-30,2017-01-21,Melrose South-Mott Haven North,2006500.0,NW,"(40.816692, -73.919637)",2017
264,LINK-001792,Bronx,40.818942,-73.92837,Live,2016-06-15,2016-05-12,West Concourse,2006300.0,NW,"(40.818942, -73.92837)",2016
265,LINK-021385,Queens,40.693166,-73.853678,Live,2018-03-29,2017-10-14,Woodhaven,4001400.0,NE,"(40.693166, -73.853678)",2017
267,LINK-019900,Queens,40.740937,-73.879925,Live,2017-09-07,2017-08-05,Elmhurst-Maspeth,4048500.0,SE,"(40.74093675, -73.87992485)",2017
268,LINK-011595,Brooklyn,40.676752,-73.949935,Live,2017-03-08,2017-02-17,Crown Heights North,3031500.0,SW,"(40.676752, -73.949935)",2017
269,LINK-021097,Queens,40.75522,-73.922448,Live,2018-02-28,2017-10-14,Astoria,4015700.0,SW,"(40.7552199, -73.92244782)",2017
270,LINK-012614,Manhattan,40.754593,-73.988137,Live,2018-02-15,2017-08-19,Midtown-Midtown South,1011300.0,SW,"(40.75459325, -73.98813678)",2017
271,LINK-011501,Bronx,40.851878,-73.908976,Live,2017-08-01,2017-04-22,Mount Hope,2024100.0,NE,"(40.85187831, -73.90897566)",2017
272,LINK-001682,Manhattan,40.822319,-73.953676,Live,2016-07-14,2016-06-17,Hamilton Heights,1022500.0,NW,"(40.822319, -73.953676)",2016
273,LINK-012255,Manhattan,40.738097,-73.987738,Live,2018-05-24,2018-03-03,Gramercy,1005000.0,MIDBLOCK,"(40.73809688, -73.9877384)",2018
274,LINK-000513,Manhattan,40.753642,-73.992563,Live,2016-04-12,2016-03-24,Hudson Yards-Chelsea-Flatiron-Union Square,1011100.0,NW,"(40.75364209, -73.99256281)",2016
275,LINK-000849,Manhattan,40.772144,-73.958697,Live,2016-03-24,2016-03-05,Lenox Hill-Roosevelt Island,1013400.0,SE,"(40.772144, -73.958697)",2016
276,LINK-001605,Manhattan,40.803721,-73.967381,Live,2016-06-29,2016-06-17,Morningside Heights,1019500.0,NW,"(40.803721, -73.967381)",2016
277,LINK-010831,Manhattan,40.765277,-73.991493,Live,2018-01-08,2017-09-23,Clinton,1013500.0,SW,"(40.76527687, -73.99149319)",2017
278,LINK-000304,Manhattan,40.748289,-73.976105,Live,2016-02-19,2016-02-06,Murray Hill-Kips Bay,1007800.0,NE,"(40.748289, -73.976105)",2016
279,LINK-001702,Manhattan,40.82609,-73.950482,Live,2016-07-14,2016-06-24,Hamilton Heights,1022900.0,SE,"(40.82609, -73.950482)",2016
280,LINK-012454,Manhattan,40.786654,-73.972311,Live,2020-11-16,2018-02-21,Upper West Side,1017300.0,NW,"(40.78665384, -73.9723114)",2018
281,LINK-005882,Manhattan,40.814505,-73.95937,Live,2016-08-05,2016-07-19,Morningside Heights,1021100.0,SW,"(40.81450454, -73.95937)",2016
282,LINK-022686,Queens,40.749532,-73.885832,Live,2018-04-12,2018-03-09,Jackson Heights,4028300.0,MIDBLOCK,"(40.74953249, -73.8858319)",2018
283,LINK-010853,Manhattan,40.781861,-73.979137,Live,2018-05-17,2018-02-17,Upper West Side,1016100.0,NE,"(40.78186119, -73.97913747)",2018
284,LINK-001688,Manhattan,40.808041,-73.96421,Live,2016-06-29,2016-05-21,Morningside Heights,1020500.0,SW,"(40.80804124, -73.96421034)",2016
285,LINK-000199,Manhattan,40.738997,-74.000946,Live,2016-10-25,2016-09-18,West Village,1007700.0,SW,"(40.73899661, -74.0009461)",2016
286,LINK-002674,Queens,40.74445,-73.931875,Live,2017-02-02,2016-11-05,Hunters Point-Sunnyside-West Maspeth,4017900.0,SW,"(40.74445002, -73.93187521)",2016
287,LINK-021107,Brooklyn,40.71087,-73.951311,Live,2018-04-10,2017-11-17,North Side-South Side,3051300.0,SW,"(40.71086983, -73.95131072)",2017
288,LINK-003911,Manhattan,40.798027,-73.967603,Live,2018-04-11,2017-12-06,Upper West Side,1019100.0,NW,"(40.79802733, -73.96760332)",2017
289,LINK-000934,Manhattan,40.775795,-73.98235,Live,2017-08-03,2017-06-30,Lincoln Square,1015300.0,NW,"(40.77579496, -73.98235021)",2017
290,LINK-014021,Bronx,40.81851,-73.914614,Live,2016-12-28,2016-10-22,Melrose South-Mott Haven North,2006700.0,NW,"(40.81850954098598, -73.91461401256561)",2016
292,LINK-008224,Manhattan,40.731015,-73.988685,Live,2016-10-27,2016-09-18,East Village,1004000.0,SE,"(40.731015, -73.988685)",2016
293,LINK-002528,Brooklyn,40.687814,-73.981284,Live,2017-01-20,2016-11-13,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3003700.0,SE,"(40.68781362, -73.98128393)",2016
294,LINK-000475,Manhattan,40.757544,-73.989409,Live,2016-04-06,2016-03-12,Midtown-Midtown South,1011900.0,SE,"(40.757544, -73.989409)",2016
295,LINK-013497,Brooklyn,40.65532,-73.949966,Live,2018-03-30,2018-02-26,Erasmus,3081800.0,SE,"(40.65532, -73.949966)",2018
296,LINK-010833,Manhattan,40.75154,-73.990365,Live,2017-06-05,2016-11-12,Midtown-Midtown South,1010900.0,NW,"(40.75153962, -73.99036533)",2016
297,LINK-010990,Manhattan,40.745756,-73.984529,Live,2018-02-23,2017-09-30,Midtown-Midtown South,1007400.0,SW,"(40.74575598, -73.98452873)",2017
298,LINK-000742,Manhattan,40.756742,-73.97653,Live,2017-05-26,2017-04-30,Midtown-Midtown South,1009400.0,NW,"(40.75674218, -73.97652976)",2017
299,LINK-012510,Manhattan,40.77497,-73.981079,Live,2016-11-23,2016-10-22,Lincoln Square,1015300.0,SW,"(40.77496988, -73.98107921)",2016
300,LINK-011033,Bronx,40.861762,-73.901965,Live,2018-06-26,2018-04-19,Kingsbridge Heights,2025300.0,MIDBLOCK,"(40.86176218, -73.90196472)",2018
301,LINK-020603,Bronx,40.812079,-73.92659,Live,2018-07-02,2018-01-14,Mott Haven-Port Morris,2005100.0,MIDBLOCK,"(40.81207894, -73.92658962)",2018
302,LINK-000500,Manhattan,40.749728,-73.99511,Live,2017-06-30,2017-05-26,Midtown-Midtown South,1010100.0,NE,"(40.749728, -73.99511)",2017
303,LINK-001503,Manhattan,40.794042,-73.972567,Live,2016-07-07,2016-05-20,Upper West Side,1018300.0,SE,"(40.79404227, -73.97256708)",2016
304,LINK-012365,Manhattan,40.755081,-73.965434,Live,2018-03-06,2017-11-29,Turtle Bay-East Midtown,1009800.0,SW,"(40.7550807, -73.96543425)",2017
305,LINK-020759,Brooklyn,40.732735,-73.954581,Live,2017-08-02,2017-07-01,Greenpoint,3057500.0,SE,"(40.732735, -73.954581)",2017
306,LINK-012772,Manhattan,40.738502,-73.98061,Live,2017-12-05,2017-09-26,Gramercy,1006400.0,NE,"(40.7385025, -73.98061045)",2017
307,LINK-008696,Manhattan,40.746155,-73.994286,Live,2017-10-10,2017-08-25,Midtown-Midtown South,1009500.0,NW,"(40.74615485, -73.99428583)",2017
308,LINK-019782,Queens,40.751498,-73.934157,Live,2018-01-09,2017-09-16,Queensbridge-Ravenswood-Long Island City,4003100.0,NE,"(40.75149813, -73.93415739)",2017
309,LINK-007872,Manhattan,40.757975,-73.966421,Live,2017-12-15,2017-10-07,Turtle Bay-East Midtown,1010800.0,SW,"(40.7579749, -73.96642136)",2017
310,LINK-007086,Manhattan,40.773657,-73.981404,Live,2017-01-11,2016-08-11,Lincoln Square,1015300.0,NE,"(40.773657, -73.981404)",2016
311,LINK-001606,Manhattan,40.803861,-73.966708,Live,2017-10-12,2017-06-27,Morningside Heights,1019500.0,SE,"(40.80386123, -73.96670754)",2017
312,LINK-010681,Manhattan,40.792804,-73.967704,Live,2018-05-31,2018-01-26,Upper West Side,1018100.0,MIDBLOCK,"(40.79280441, -73.96770405)",2018
314,LINK-000297,Manhattan,40.746449,-73.977444,Live,2016-02-19,2016-02-06,Murray Hill-Kips Bay,1007800.0,NE,"(40.746449, -73.977444)",2016
315,LINK-012986,Brooklyn,40.687609,-73.986989,Live,2018-05-02,2017-11-03,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3004100.0,SW,"(40.68760942966523, -73.98698898483407)",2017
316,LINK-008199,Manhattan,40.724065,-74.007972,Live,2019-01-25,2018-05-12,SoHo-TriBeCa-Civic Center-Little Italy,1003700.0,NW,"(40.724065, -74.007972)",2018
317,LINK-018042,Queens,40.727095,-73.854789,Live,2017-04-05,2017-03-04,Forest Hills,4071306.0,SW,"(40.727095, -73.854789)",2017
318,LINK-013203,Queens,40.766386,-73.920459,Live,2017-07-10,2017-05-06,Astoria,4006300.0,SE,"(40.76638612, -73.92045929)",2017
319,LINK-013357,Manhattan,40.810989,-73.950711,Live,2017-03-13,2016-12-22,Central Harlem North-Polo Grounds,1021500.0,NW,"(40.81098881, -73.95071065)",2016
320,LINK-021914,Brooklyn,40.691021,-73.868095,Live,2018-03-28,2017-09-23,Cypress Hills-City Line,3118202.0,SW,"(40.69102143, -73.86809486)",2017
321,LINK-001786,Bronx,40.827655,-73.923906,Live,2017-05-11,2017-02-18,West Concourse,2019500.0,NW,"(40.82765532, -73.92390599)",2017
323,LINK-000186,Manhattan,40.734148,-73.98874,Live,2017-07-19,2017-06-11,Gramercy,1005000.0,NW,"(40.73414765, -73.98873983)",2017
324,LINK-012503,Manhattan,40.761049,-73.964181,Live,2018-02-22,2017-10-28,Lenox Hill-Roosevelt Island,1011000.0,MIDBLOCK,"(40.76104904, -73.96418067)",2017
326,LINK-018179,Manhattan,40.829389,-73.944704,Live,2018-01-12,2017-10-07,Hamilton Heights,1023700.0,MIDBLOCK,"(40.82938949, -73.94470427)",2017
327,LINK-010683,Manhattan,40.785682,-73.972629,Live,2018-06-15,2018-02-21,Upper West Side,1016900.0,SE,"(40.78568185, -73.97262871)",2018
328,LINK-000162,Manhattan,40.760413,-73.984541,Live,2016-07-18,2016-05-14,Midtown-Midtown South,1012500.0,NE,"(40.76041294, -73.9845408)",2016
329,LINK-011358,Manhattan,40.834974,-73.945436,Live,2016-12-20,2016-11-19,Washington Heights South,1024100.0,SE,"(40.834974, -73.945436)",2016
330,LINK-013023,Brooklyn,40.663827,-73.950775,Live,2017-04-13,2017-02-23,Prospect Lefferts Gardens-Wingate,3032900.0,SE,"(40.66382689, -73.95077465)",2017
331,LINK-000334,Manhattan,40.754512,-73.971876,Live,2016-02-28,2016-02-08,Turtle Bay-East Midtown,1009200.0,SW,"(40.75451175, -73.97187609)",2016
332,LINK-021688,Brooklyn,40.680238,-73.964511,Live,2018-01-05,2017-08-10,Prospect Heights,3020300.0,MIDBLOCK,"(40.68023805, -73.96451072)",2017
333,LINK-003241,Manhattan,40.726049,-73.989403,Live,2016-09-15,2016-09-02,East Village,1003800.0,SE,"(40.726049, -73.989403)",2016
334,LINK-013510,Queens,40.749829,-73.884155,Live,2017-11-08,2017-08-19,Jackson Heights,4028300.0,NE,"(40.74982932, -73.88415453)",2017
335,LINK-011106,Manhattan,40.742548,-73.993209,Live,2018-03-06,2017-10-07,Hudson Yards-Chelsea-Flatiron-Union Square,1009100.0,MIDBLOCK,"(40.74254842, -73.99320916)",2017
336,LINK-003230,Manhattan,40.729236,-73.987081,Live,2016-11-30,2016-11-05,East Village,1004000.0,NE,"(40.729236, -73.987081)",2016
337,LINK-012921,Bronx,40.816692,-73.916719,Live,2017-10-26,2017-10-06,Melrose South-Mott Haven North,2006500.0,NW,"(40.8166923, -73.91671907)",2017
338,LINK-018409,Staten Island,40.587385,-74.103708,Live,2017-05-25,2017-04-10,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5018100.0,NW,"(40.58738523, -74.10370822)",2017
339,LINK-012804,Manhattan,40.764117,-73.958948,Live,2020-11-24,2018-05-01,Lenox Hill-Roosevelt Island,1011800.0,NW,"(40.76411658, -73.95894778)",2018
